event_id,start_time,end_time,duration_min,area,equipment,category,cause,shift,notes
EVT-0182,2026-01-27T17:25:00,2026-01-27T17:54:00,29,Quality,Line-03,Logistics,Sensor recalibration,Shift-Zeta,Temporary workaround applied.
EVT-0183,2025-12-23T01:05:00,2025-12-23T01:37:00,32,Packaging,Line-02,Electrical,Startup check,Shift-Zeta,Paused to align with upstream.
EVT-0184,2025-12-26T10:00:00,2025-12-26T10:45:00,45,Finishing,Filler-02,Mechanical,Jam clear,Shift-Gamma,Paused to align with upstream.
EVT-0185,2025-12-25T13:10:00,2025-12-25T13:58:00,48,Utilities,Station-09,Changeover,Startup check,Shift-Gamma,Operator notified maintenance.
EVT-0186,2026-01-15T02:05:00,2026-01-15T02:27:00,22,Packaging,Station-09,Logistics,Material shortage,Shift-Delta,Reset and verified.
EVT-0187,2025-12-24T03:05:00,2025-12-24T03:10:00,5,Finishing,Filler-02,Electrical,Guard reset,Shift-Alpha,Operator notified maintenance.
EVT-0188,2025-12-06T05:30:00,2025-12-06T06:03:00,33,Utilities,Wrapper-01,Quality,Packaging film change,Shift-Alpha,Cleared and resumed.
EVT-0189,2025-12-06T11:40:00,2025-12-06T11:50:00,10,Utilities,Sorter-03,Electrical,Packaging film change,Shift-Alpha,Reset and verified.
EVT-0190,2025-12-27T12:05:00,2025-12-27T12:56:00,51,Utilities,Cell-Alpha,Quality,Nozzle cleanout,Shift-Beta,Temporary workaround applied.
EVT-0191,2025-12-25T05:10:00,2025-12-25T05:32:00,22,Finishing,Cell-Beta,Mechanical,Material shortage,Shift-Alpha,Operator notified maintenance.
EVT-0192,2025-12-28T08:30:00,2025-12-28T08:54:00,24,Warehouse,Line-02,Electrical,Guard reset,Shift-Beta,Temporary workaround applied.
EVT-0193,2026-01-10T15:45:00,2026-01-10T16:29:00,44,Packaging,Filler-02,Changeover,Material shortage,Shift-Gamma,Cleared and resumed.
EVT-0194,2025-12-26T10:45:00,2025-12-26T11:14:00,29,Finishing,Filler-02,Electrical,Packaging film change,Shift-Zeta,Operator notified maintenance.
EVT-0195,2025-12-20T10:45:00,2025-12-20T11:34:00,49,Packaging,Filler-02,Electrical,Material shortage,Shift-Delta,Reset and verified.
EVT-0196,2025-12-19T23:55:00,2025-12-20T00:40:00,45,Warehouse,Sorter-03,Material,Inspection hold,Shift-Delta,Reset and verified.
EVT-0197,2026-01-22T12:25:00,2026-01-22T12:37:00,12,Utilities,Cell-Alpha,Quality,Nozzle cleanout,Shift-Beta,Temporary workaround applied.
EVT-0198,2026-01-19T17:00:00,2026-01-19T17:51:00,51,Warehouse,Cell-Alpha,Mechanical,Guard reset,Shift-Alpha,Running stable after adjustment.
EVT-0199,2026-01-13T15:10:00,2026-01-13T15:55:00,45,Finishing,Cell-Alpha,Electrical,Material shortage,Shift-Delta,Running stable after adjustment.
EVT-0200,2025-12-05T14:45:00,2025-12-05T15:20:00,35,Utilities,Station-09,Quality,Nozzle cleanout,Shift-Delta,Paused to align with upstream.
EVT-0201,2025-12-03T11:55:00,2025-12-03T12:51:00,56,Utilities,Sorter-03,Logistics,Sensor recalibration,Shift-Alpha,Operator notified maintenance.
EVT-0202,2026-01-12T21:25:00,2026-01-12T21:40:00,15,Quality,Sorter-03,Changeover,Startup check,Shift-Delta,Reset and verified.
EVT-0203,2026-01-20T13:05:00,2026-01-20T13:10:00,5,Assembly,Cell-Beta,Material,Nozzle cleanout,Shift-Zeta,Paused to align with upstream.
EVT-0204,2026-01-07T22:45:00,2026-01-07T23:04:00,19,Warehouse,Station-05,Mechanical,Temperature recovery,Shift-Zeta,Temporary workaround applied.
EVT-0205,2026-01-02T04:25:00,2026-01-02T04:31:00,6,Warehouse,Line-02,Electrical,Packaging film change,Shift-Alpha,Cleared and resumed.
EVT-0206,2026-01-23T23:10:00,2026-01-23T23:37:00,27,Finishing,Station-05,Mechanical,Jam clear,Shift-Zeta,Running stable after adjustment.
EVT-0207,2025-12-23T15:05:00,2025-12-23T15:38:00,33,Quality,Filler-02,Electrical,Sensor recalibration,Shift-Gamma,Cleared and resumed.
EVT-0208,2026-01-21T22:05:00,2026-01-21T22:11:00,6,Finishing,Line-02,Logistics,Material shortage,Shift-Beta,Paused to align with upstream.
EVT-0209,2025-12-12T17:10:00,2025-12-12T17:36:00,26,Utilities,Station-09,Mechanical,Jam clear,Shift-Delta,Temporary workaround applied.
EVT-0210,2025-12-12T05:50:00,2025-12-12T06:37:00,47,Warehouse,Station-09,Changeover,Startup check,Shift-Beta,Running stable after adjustment.
EVT-0211,2026-01-07T13:30:00,2026-01-07T13:35:00,5,Quality,Cell-Alpha,Material,Guard reset,Shift-Alpha,Paused to align with upstream.
EVT-0212,2025-12-07T17:10:00,2025-12-07T17:38:00,28,Finishing,Cell-Alpha,Mechanical,Sensor recalibration,Shift-Gamma,Temporary workaround applied.
EVT-0213,2026-01-25T15:40:00,2026-01-25T16:25:00,45,Finishing,Sorter-03,Mechanical,Startup check,Shift-Delta,Paused to align with upstream.
EVT-0214,2025-12-08T11:25:00,2025-12-08T12:24:00,59,Warehouse,Sorter-03,Material,Guard reset,Shift-Zeta,Paused to align with upstream.
EVT-0215,2025-12-06T21:10:00,2025-12-06T21:35:00,25,Assembly,Cell-Alpha,Electrical,Sensor recalibration,Shift-Beta,Reset and verified.
EVT-0216,2026-01-14T04:40:00,2026-01-14T05:09:00,29,Warehouse,Sorter-03,Material,Startup check,Shift-Delta,Running stable after adjustment.
EVT-0217,2025-12-12T15:50:00,2025-12-12T16:29:00,39,Quality,Line-03,Quality,Material shortage,Shift-Delta,Reset and verified.
EVT-0218,2025-12-09T05:25:00,2025-12-09T06:23:00,58,Warehouse,Sorter-03,Changeover,Inspection hold,Shift-Alpha,Running stable after adjustment.
EVT-0219,2025-12-09T06:30:00,2025-12-09T07:10:00,40,Utilities,Filler-02,Mechanical,Temperature recovery,Shift-Delta,Temporary workaround applied.
EVT-0220,2026-01-23T14:35:00,2026-01-23T14:50:00,15,Assembly,Sorter-03,Changeover,Jam clear,Shift-Gamma,Cleared and resumed.
EVT-0221,2025-12-18T07:40:00,2025-12-18T08:03:00,23,Packaging,Filler-02,Quality,Temperature recovery,Shift-Zeta,Paused to align with upstream.
EVT-0222,2025-12-08T18:05:00,2025-12-08T18:27:00,22,Utilities,Station-05,Quality,Format swap,Shift-Delta,Paused to align with upstream.
EVT-0223,2025-12-14T13:05:00,2025-12-14T13:57:00,52,Quality,Cell-Alpha,Electrical,Format swap,Shift-Delta,Reset and verified.
EVT-0224,2025-12-23T02:35:00,2025-12-23T03:35:00,60,Assembly,Cell-Alpha,Material,Startup check,Shift-Gamma,Temporary workaround applied.
EVT-0225,2026-01-09T20:30:00,2026-01-09T20:45:00,15,Utilities,Line-03,Material,Jam clear,Shift-Alpha,Paused to align with upstream.
EVT-0226,2025-12-23T17:20:00,2025-12-23T18:03:00,43,Utilities,Line-03,Electrical,Guard reset,Shift-Gamma,Paused to align with upstream.
EVT-0227,2025-12-18T16:50:00,2025-12-18T17:47:00,57,Assembly,Line-03,Mechanical,Format swap,Shift-Gamma,Temporary workaround applied.
EVT-0228,2025-12-09T22:10:00,2025-12-09T22:30:00,20,Packaging,Station-05,Material,Packaging film change,Shift-Delta,Operator notified maintenance.
EVT-0229,2026-01-06T20:20:00,2026-01-06T21:05:00,45,Warehouse,Station-09,Mechanical,Sensor recalibration,Shift-Alpha,Running stable after adjustment.
EVT-0230,2026-01-02T23:20:00,2026-01-03T00:09:00,49,Finishing,Filler-02,Mechanical,Inspection hold,Shift-Zeta,Cleared and resumed.
EVT-0231,2026-01-25T23:05:00,2026-01-25T23:56:00,51,Warehouse,Station-05,Changeover,Nozzle cleanout,Shift-Delta,Operator notified maintenance.
EVT-0232,2025-12-28T06:35:00,2025-12-28T06:57:00,22,Finishing,Cell-Beta,Electrical,Nozzle cleanout,Shift-Zeta,Operator notified maintenance.
EVT-0233,2026-01-06T15:25:00,2026-01-06T16:13:00,48,Assembly,Line-01,Changeover,Temperature recovery,Shift-Alpha,Cleared and resumed.
EVT-0234,2026-01-29T05:35:00,2026-01-29T06:09:00,34,Assembly,Station-09,Material,Material shortage,Shift-Gamma,Operator notified maintenance.
EVT-0235,2026-01-25T08:05:00,2026-01-25T08:51:00,46,Finishing,Cell-Beta,Changeover,Inspection hold,Shift-Beta,Cleared and resumed.
EVT-0236,2025-12-26T20:20:00,2025-12-26T21:11:00,51,Quality,Cell-Alpha,Mechanical,Sensor recalibration,Shift-Alpha,Cleared and resumed.
EVT-0237,2025-12-14T15:05:00,2025-12-14T15:18:00,13,Utilities,Cell-Alpha,Quality,Temperature recovery,Shift-Alpha,Cleared and resumed.
EVT-0238,2026-01-14T10:05:00,2026-01-14T11:05:00,60,Warehouse,Line-03,Mechanical,Sensor recalibration,Shift-Beta,Running stable after adjustment.
EVT-0239,2025-12-06T23:05:00,2025-12-06T23:16:00,11,Finishing,Station-05,Electrical,Material shortage,Shift-Delta,Operator notified maintenance.
EVT-0240,2026-01-11T21:10:00,2026-01-11T21:19:00,9,Utilities,Sorter-03,Changeover,Startup check,Shift-Beta,Running stable after adjustment.
EVT-0241,2025-12-23T23:15:00,2025-12-24T00:00:00,45,Quality,Line-03,Mechanical,Startup check,Shift-Delta,Operator notified maintenance.
EVT-0242,2025-12-06T03:10:00,2025-12-06T04:03:00,53,Assembly,Sorter-03,Logistics,Packaging film change,Shift-Gamma,Running stable after adjustment.
EVT-0243,2025-12-21T04:15:00,2025-12-21T04:37:00,22,Quality,Line-02,Material,Nozzle cleanout,Shift-Zeta,Paused to align with upstream.
EVT-0244,2026-01-16T19:20:00,2026-01-16T20:14:00,54,Quality,Line-01,Logistics,Guard reset,Shift-Beta,Paused to align with upstream.
EVT-0245,2026-01-08T16:15:00,2026-01-08T17:07:00,52,Warehouse,Cell-Beta,Logistics,Format swap,Shift-Beta,Running stable after adjustment.
EVT-0246,2025-12-25T03:15:00,2025-12-25T03:51:00,36,Quality,Sorter-03,Changeover,Nozzle cleanout,Shift-Alpha,Reset and verified.
EVT-0247,2026-01-29T10:10:00,2026-01-29T10:39:00,29,Utilities,Station-09,Electrical,Nozzle cleanout,Shift-Beta,Running stable after adjustment.
EVT-0248,2026-01-19T02:00:00,2026-01-19T02:42:00,42,Assembly,Line-01,Electrical,Jam clear,Shift-Alpha,Cleared and resumed.
EVT-0249,2026-01-20T12:40:00,2026-01-20T13:03:00,23,Quality,Wrapper-01,Mechanical,Packaging film change,Shift-Delta,Cleared and resumed.
EVT-0250,2026-01-10T17:40:00,2026-01-10T18:24:00,44,Packaging,Cell-Beta,Changeover,Guard reset,Shift-Alpha,Paused to align with upstream.
EVT-0251,2026-01-28T06:10:00,2026-01-28T06:49:00,39,Finishing,Station-09,Quality,Sensor recalibration,Shift-Gamma,Temporary workaround applied.
EVT-0252,2025-12-28T23:15:00,2025-12-28T23:23:00,8,Packaging,Line-02,Mechanical,Sensor recalibration,Shift-Delta,Paused to align with upstream.
EVT-0253,2026-01-08T01:20:00,2026-01-08T02:07:00,47,Quality,Line-03,Changeover,Format swap,Shift-Beta,Temporary workaround applied.
EVT-0254,2025-12-01T05:35:00,2025-12-01T06:02:00,27,Utilities,Wrapper-01,Logistics,Guard reset,Shift-Beta,Reset and verified.
EVT-0255,2025-12-09T23:20:00,2025-12-10T00:11:00,51,Assembly,Line-01,Electrical,Packaging film change,Shift-Gamma,Paused to align with upstream.
EVT-0256,2025-12-05T08:55:00,2025-12-05T09:36:00,41,Quality,Line-02,Mechanical,Temperature recovery,Shift-Zeta,Reset and verified.
EVT-0257,2025-12-04T15:45:00,2025-12-04T16:00:00,15,Finishing,Line-03,Electrical,Sensor recalibration,Shift-Zeta,Temporary workaround applied.
EVT-0258,2026-01-16T03:15:00,2026-01-16T04:07:00,52,Utilities,Line-01,Changeover,Format swap,Shift-Beta,Cleared and resumed.
EVT-0259,2025-12-31T11:30:00,2025-12-31T11:44:00,14,Packaging,Line-01,Quality,Packaging film change,Shift-Beta,Reset and verified.
EVT-0260,2025-12-16T13:55:00,2025-12-16T14:20:00,25,Finishing,Line-02,Quality,Inspection hold,Shift-Alpha,Paused to align with upstream.
EVT-0261,2026-01-13T01:10:00,2026-01-13T01:29:00,19,Utilities,Line-01,Mechanical,Sensor recalibration,Shift-Delta,Reset and verified.
EVT-0262,2026-01-19T09:25:00,2026-01-19T09:35:00,10,Utilities,Filler-02,Changeover,Inspection hold,Shift-Beta,Reset and verified.
EVT-0263,2026-01-06T09:55:00,2026-01-06T10:39:00,44,Packaging,Filler-02,Electrical,Startup check,Shift-Delta,Operator notified maintenance.
EVT-0264,2026-01-16T17:15:00,2026-01-16T17:29:00,14,Assembly,Station-09,Changeover,Jam clear,Shift-Zeta,Reset and verified.
EVT-0265,2026-01-10T22:00:00,2026-01-10T22:26:00,26,Assembly,Station-09,Logistics,Guard reset,Shift-Alpha,Operator notified maintenance.
EVT-0266,2026-01-03T07:30:00,2026-01-03T08:06:00,36,Assembly,Line-03,Logistics,Guard reset,Shift-Alpha,Cleared and resumed.
EVT-0267,2026-01-28T07:40:00,2026-01-28T08:11:00,31,Quality,Station-05,Mechanical,Sensor recalibration,Shift-Zeta,Cleared and resumed.
EVT-0268,2026-01-02T04:50:00,2026-01-02T05:47:00,57,Warehouse,Line-02,Quality,Startup check,Shift-Alpha,Running stable after adjustment.
EVT-0269,2026-01-12T04:15:00,2026-01-12T04:38:00,23,Finishing,Station-05,Mechanical,Inspection hold,Shift-Gamma,Running stable after adjustment.
EVT-0270,2025-12-18T07:05:00,2025-12-18T07:22:00,17,Packaging,Sorter-03,Changeover,Material shortage,Shift-Alpha,Operator notified maintenance.
EVT-0271,2025-12-29T14:25:00,2025-12-29T14:56:00,31,Assembly,Wrapper-01,Electrical,Jam clear,Shift-Delta,Reset and verified.
EVT-0272,2025-12-30T08:05:00,2025-12-30T08:15:00,10,Packaging,Cell-Beta,Logistics,Startup check,Shift-Alpha,Operator notified maintenance.
EVT-0273,2026-01-23T10:10:00,2026-01-23T10:20:00,10,Quality,Cell-Alpha,Electrical,Packaging film change,Shift-Zeta,Cleared and resumed.
EVT-0274,2026-01-13T09:20:00,2026-01-13T10:17:00,57,Packaging,Line-01,Mechanical,Temperature recovery,Shift-Zeta,Temporary workaround applied.
EVT-0275,2026-01-05T07:05:00,2026-01-05T07:39:00,34,Assembly,Line-03,Changeover,Format swap,Shift-Alpha,Operator notified maintenance.
EVT-0276,2025-12-09T06:30:00,2025-12-09T06:58:00,28,Quality,Line-02,Quality,Startup check,Shift-Gamma,Cleared and resumed.
EVT-0277,2025-12-02T02:15:00,2025-12-02T03:01:00,46,Warehouse,Line-03,Changeover,Inspection hold,Shift-Alpha,Cleared and resumed.
EVT-0278,2025-12-30T01:10:00,2025-12-30T01:51:00,41,Warehouse,Station-09,Mechanical,Format swap,Shift-Delta,Temporary workaround applied.
EVT-0279,2025-12-28T05:25:00,2025-12-28T05:43:00,18,Packaging,Cell-Beta,Electrical,Temperature recovery,Shift-Beta,Cleared and resumed.
EVT-0280,2026-01-09T19:45:00,2026-01-09T20:05:00,20,Quality,Cell-Beta,Mechanical,Packaging film change,Shift-Zeta,Running stable after adjustment.
EVT-0281,2025-12-04T02:20:00,2025-12-04T02:49:00,29,Packaging,Station-09,Material,Nozzle cleanout,Shift-Beta,Temporary workaround applied.
EVT-0282,2026-01-21T17:00:00,2026-01-21T17:29:00,29,Quality,Station-05,Mechanical,Nozzle cleanout,Shift-Delta,Reset and verified.
EVT-0283,2026-01-28T18:40:00,2026-01-28T19:05:00,25,Warehouse,Cell-Beta,Material,Format swap,Shift-Gamma,Paused to align with upstream.
EVT-0284,2025-12-15T00:20:00,2025-12-15T00:28:00,8,Warehouse,Wrapper-01,Electrical,Startup check,Shift-Beta,Operator notified maintenance.
EVT-0285,2025-12-07T07:50:00,2025-12-07T08:10:00,20,Finishing,Wrapper-01,Logistics,Format swap,Shift-Beta,Paused to align with upstream.
EVT-0286,2026-01-24T12:25:00,2026-01-24T13:23:00,58,Packaging,Line-03,Material,Startup check,Shift-Gamma,Temporary workaround applied.
EVT-0287,2026-01-14T11:45:00,2026-01-14T11:51:00,6,Quality,Station-05,Quality,Startup check,Shift-Beta,Paused to align with upstream.
EVT-0288,2025-12-13T15:40:00,2025-12-13T16:04:00,24,Packaging,Filler-02,Changeover,Sensor recalibration,Shift-Alpha,Operator notified maintenance.
EVT-0289,2026-01-08T07:00:00,2026-01-08T07:38:00,38,Warehouse,Line-01,Electrical,Startup check,Shift-Beta,Operator notified maintenance.
EVT-0290,2025-12-22T22:10:00,2025-12-22T23:06:00,56,Finishing,Line-01,Changeover,Material shortage,Shift-Zeta,Temporary workaround applied.
EVT-0291,2026-01-28T04:05:00,2026-01-28T05:04:00,59,Utilities,Station-05,Changeover,Inspection hold,Shift-Delta,Paused to align with upstream.
EVT-0292,2025-12-07T10:20:00,2025-12-07T10:45:00,25,Packaging,Line-03,Logistics,Packaging film change,Shift-Delta,Temporary workaround applied.
EVT-0293,2025-12-21T05:55:00,2025-12-21T06:35:00,40,Quality,Sorter-03,Electrical,Jam clear,Shift-Zeta,Operator notified maintenance.
EVT-0294,2025-12-25T09:55:00,2025-12-25T10:44:00,49,Finishing,Line-03,Material,Format swap,Shift-Zeta,Running stable after adjustment.
EVT-0295,2026-01-24T18:00:00,2026-01-24T18:16:00,16,Utilities,Station-05,Quality,Jam clear,Shift-Zeta,Cleared and resumed.
EVT-0296,2026-01-29T15:10:00,2026-01-29T15:36:00,26,Quality,Line-02,Material,Inspection hold,Shift-Gamma,Operator notified maintenance.
EVT-0297,2026-01-10T02:55:00,2026-01-10T03:42:00,47,Quality,Station-05,Mechanical,Format swap,Shift-Gamma,Operator notified maintenance.
EVT-0298,2025-12-16T22:05:00,2025-12-16T22:32:00,27,Finishing,Line-02,Logistics,Format swap,Shift-Alpha,Running stable after adjustment.
EVT-0299,2025-12-29T23:30:00,2025-12-29T23:45:00,15,Warehouse,Filler-02,Mechanical,Inspection hold,Shift-Zeta,Running stable after adjustment.
EVT-0300,2025-12-07T15:45:00,2025-12-07T16:31:00,46,Quality,Cell-Alpha,Material,Temperature recovery,Shift-Alpha,Cleared and resumed.
EVT-0301,2025-12-19T00:25:00,2025-12-19T00:46:00,21,Assembly,Line-02,Electrical,Material shortage,Shift-Delta,Operator notified maintenance.
EVT-0302,2026-01-16T02:40:00,2026-01-16T02:50:00,10,Finishing,Sorter-03,Quality,Temperature recovery,Shift-Alpha,Running stable after adjustment.
EVT-0303,2026-01-11T05:45:00,2026-01-11T06:17:00,32,Packaging,Line-01,Changeover,Inspection hold,Shift-Beta,Operator notified maintenance.
EVT-0304,2025-12-27T22:40:00,2025-12-27T23:31:00,51,Quality,Wrapper-01,Electrical,Guard reset,Shift-Gamma,Operator notified maintenance.
EVT-0305,2025-12-07T01:30:00,2025-12-07T02:11:00,41,Utilities,Filler-02,Material,Format swap,Shift-Gamma,Cleared and resumed.
EVT-0306,2025-12-28T02:20:00,2025-12-28T03:17:00,57,Quality,Sorter-03,Mechanical,Jam clear,Shift-Alpha,Cleared and resumed.
EVT-0307,2025-12-14T05:50:00,2025-12-14T06:13:00,23,Assembly,Filler-02,Changeover,Guard reset,Shift-Delta,Running stable after adjustment.
EVT-0308,2026-01-01T21:20:00,2026-01-01T21:30:00,10,Quality,Wrapper-01,Mechanical,Material shortage,Shift-Gamma,Running stable after adjustment.
EVT-0309,2025-12-24T05:35:00,2025-12-24T05:42:00,7,Finishing,Filler-02,Mechanical,Guard reset,Shift-Beta,Reset and verified.
EVT-0310,2026-01-06T01:10:00,2026-01-06T02:03:00,53,Quality,Line-02,Changeover,Inspection hold,Shift-Zeta,Running stable after adjustment.
EVT-0311,2026-01-18T18:15:00,2026-01-18T18:55:00,40,Assembly,Station-09,Quality,Packaging film change,Shift-Zeta,Temporary workaround applied.
EVT-0312,2026-01-25T15:45:00,2026-01-25T16:05:00,20,Warehouse,Cell-Beta,Changeover,Packaging film change,Shift-Alpha,Paused to align with upstream.
EVT-0313,2026-01-06T16:45:00,2026-01-06T17:33:00,48,Utilities,Line-03,Changeover,Temperature recovery,Shift-Beta,Operator notified maintenance.
EVT-0314,2025-12-14T06:10:00,2025-12-14T06:17:00,7,Warehouse,Line-02,Logistics,Packaging film change,Shift-Beta,Temporary workaround applied.
EVT-0315,2025-12-10T19:20:00,2025-12-10T19:45:00,25,Quality,Line-02,Changeover,Packaging film change,Shift-Zeta,Running stable after adjustment.
EVT-0316,2026-01-05T10:20:00,2026-01-05T10:58:00,38,Warehouse,Line-01,Logistics,Startup check,Shift-Zeta,Paused to align with upstream.
EVT-0317,2026-01-20T13:05:00,2026-01-20T13:36:00,31,Packaging,Line-03,Quality,Startup check,Shift-Zeta,Cleared and resumed.
EVT-0318,2026-01-29T03:45:00,2026-01-29T04:39:00,54,Assembly,Cell-Beta,Quality,Inspection hold,Shift-Delta,Reset and verified.
EVT-0319,2025-12-25T20:35:00,2025-12-25T21:16:00,41,Utilities,Filler-02,Changeover,Material shortage,Shift-Gamma,Running stable after adjustment.
EVT-0320,2025-12-10T19:45:00,2025-12-10T20:33:00,48,Quality,Station-09,Changeover,Packaging film change,Shift-Gamma,Temporary workaround applied.
EVT-0321,2025-12-16T01:55:00,2025-12-16T02:30:00,35,Finishing,Station-05,Changeover,Inspection hold,Shift-Gamma,Reset and verified.
EVT-0322,2025-12-18T15:55:00,2025-12-18T16:43:00,48,Assembly,Cell-Alpha,Material,Guard reset,Shift-Delta,Reset and verified.
EVT-0323,2025-12-18T23:30:00,2025-12-19T00:13:00,43,Quality,Line-02,Material,Temperature recovery,Shift-Beta,Running stable after adjustment.
EVT-0324,2026-01-17T15:40:00,2026-01-17T16:40:00,60,Finishing,Line-01,Quality,Material shortage,Shift-Alpha,Reset and verified.
EVT-0325,2026-01-15T16:30:00,2026-01-15T16:43:00,13,Utilities,Sorter-03,Changeover,Material shortage,Shift-Beta,Operator notified maintenance.
EVT-0326,2026-01-23T01:15:00,2026-01-23T01:22:00,7,Warehouse,Line-01,Electrical,Jam clear,Shift-Gamma,Reset and verified.
EVT-0327,2026-01-22T14:40:00,2026-01-22T15:10:00,30,Quality,Line-02,Logistics,Format swap,Shift-Beta,Reset and verified.
EVT-0328,2026-01-01T19:35:00,2026-01-01T19:51:00,16,Warehouse,Sorter-03,Quality,Inspection hold,Shift-Gamma,Operator notified maintenance.
EVT-0329,2026-01-23T08:55:00,2026-01-23T09:53:00,58,Quality,Line-02,Electrical,Format swap,Shift-Delta,Cleared and resumed.
EVT-0330,2025-12-11T18:15:00,2025-12-11T19:14:00,59,Packaging,Cell-Alpha,Logistics,Jam clear,Shift-Gamma,Temporary workaround applied.
EVT-0331,2025-12-27T16:00:00,2025-12-27T17:00:00,60,Quality,Line-01,Mechanical,Material shortage,Shift-Beta,Paused to align with upstream.
EVT-0332,2026-01-21T00:15:00,2026-01-21T00:36:00,21,Utilities,Cell-Beta,Logistics,Guard reset,Shift-Delta,Running stable after adjustment.
EVT-0333,2026-01-24T11:35:00,2026-01-24T11:56:00,21,Packaging,Filler-02,Electrical,Nozzle cleanout,Shift-Zeta,Running stable after adjustment.
EVT-0334,2026-01-07T03:00:00,2026-01-07T03:37:00,37,Quality,Station-05,Quality,Startup check,Shift-Zeta,Reset and verified.
EVT-0335,2025-12-20T21:05:00,2025-12-20T21:40:00,35,Assembly,Station-05,Electrical,Inspection hold,Shift-Gamma,Reset and verified.
EVT-0336,2026-01-11T22:50:00,2026-01-11T23:14:00,24,Packaging,Line-03,Quality,Jam clear,Shift-Alpha,Paused to align with upstream.
EVT-0337,2025-12-26T21:25:00,2025-12-26T22:13:00,48,Packaging,Line-01,Logistics,Temperature recovery,Shift-Gamma,Reset and verified.
EVT-0338,2026-01-28T13:30:00,2026-01-28T13:59:00,29,Quality,Line-01,Quality,Startup check,Shift-Beta,Reset and verified.
EVT-0339,2026-01-16T22:15:00,2026-01-16T23:03:00,48,Utilities,Filler-02,Logistics,Inspection hold,Shift-Zeta,Reset and verified.
EVT-0340,2026-01-24T05:50:00,2026-01-24T06:30:00,40,Packaging,Cell-Beta,Changeover,Temperature recovery,Shift-Beta,Temporary workaround applied.
EVT-0341,2025-12-17T23:40:00,2025-12-18T00:33:00,53,Packaging,Station-05,Logistics,Sensor recalibration,Shift-Beta,Reset and verified.
EVT-0342,2025-12-15T23:20:00,2025-12-15T23:51:00,31,Finishing,Station-05,Electrical,Startup check,Shift-Gamma,Running stable after adjustment.
EVT-0343,2026-01-24T03:35:00,2026-01-24T03:43:00,8,Quality,Sorter-03,Quality,Startup check,Shift-Alpha,Running stable after adjustment.
EVT-0344,2026-01-26T06:40:00,2026-01-26T06:52:00,12,Quality,Station-09,Quality,Guard reset,Shift-Delta,Cleared and resumed.
EVT-0345,2026-01-25T04:10:00,2026-01-25T04:27:00,17,Finishing,Station-09,Quality,Temperature recovery,Shift-Beta,Reset and verified.
EVT-0346,2026-01-25T22:10:00,2026-01-25T23:04:00,54,Assembly,Filler-02,Electrical,Material shortage,Shift-Gamma,Temporary workaround applied.
EVT-0347,2025-12-04T00:35:00,2025-12-04T00:57:00,22,Packaging,Line-03,Quality,Material shortage,Shift-Delta,Cleared and resumed.
EVT-0348,2025-12-09T19:30:00,2025-12-09T20:15:00,45,Warehouse,Station-09,Mechanical,Temperature recovery,Shift-Delta,Cleared and resumed.
EVT-0349,2025-12-03T17:15:00,2025-12-03T18:06:00,51,Finishing,Line-01,Electrical,Nozzle cleanout,Shift-Beta,Cleared and resumed.
EVT-0350,2026-01-13T00:50:00,2026-01-13T01:41:00,51,Packaging,Cell-Alpha,Logistics,Inspection hold,Shift-Gamma,Operator notified maintenance.
EVT-0351,2025-12-07T12:40:00,2025-12-07T13:22:00,42,Finishing,Line-03,Changeover,Format swap,Shift-Gamma,Reset and verified.
EVT-0352,2025-12-30T23:40:00,2025-12-31T00:23:00,43,Utilities,Station-05,Mechanical,Material shortage,Shift-Gamma,Running stable after adjustment.
EVT-0353,2025-12-23T06:10:00,2025-12-23T07:06:00,56,Warehouse,Line-01,Material,Jam clear,Shift-Beta,Operator notified maintenance.
EVT-0354,2026-01-16T00:45:00,2026-01-16T01:22:00,37,Packaging,Line-02,Electrical,Format swap,Shift-Delta,Temporary workaround applied.
EVT-0355,2025-12-17T17:45:00,2025-12-17T17:53:00,8,Utilities,Line-01,Logistics,Sensor recalibration,Shift-Alpha,Cleared and resumed.
EVT-0356,2026-01-14T03:30:00,2026-01-14T04:03:00,33,Warehouse,Line-02,Quality,Guard reset,Shift-Delta,Temporary workaround applied.
EVT-0357,2025-12-10T06:55:00,2025-12-10T07:43:00,48,Quality,Line-01,Electrical,Packaging film change,Shift-Alpha,Temporary workaround applied.
EVT-0358,2026-01-03T08:45:00,2026-01-03T09:28:00,43,Quality,Line-03,Mechanical,Sensor recalibration,Shift-Zeta,Temporary workaround applied.
EVT-0359,2026-01-09T03:20:00,2026-01-09T03:32:00,12,Assembly,Filler-02,Material,Startup check,Shift-Beta,Reset and verified.
EVT-0360,2026-01-23T16:15:00,2026-01-23T16:42:00,27,Quality,Station-09,Electrical,Material shortage,Shift-Alpha,Paused to align with upstream.
EVT-0361,2026-01-01T06:55:00,2026-01-01T07:30:00,35,Finishing,Cell-Alpha,Changeover,Format swap,Shift-Alpha,Cleared and resumed.
EVT-0362,2026-01-23T18:50:00,2026-01-23T19:26:00,36,Packaging,Line-02,Quality,Sensor recalibration,Shift-Alpha,Reset and verified.
EVT-0363,2026-01-11T07:35:00,2026-01-11T07:58:00,23,Finishing,Filler-02,Changeover,Sensor recalibration,Shift-Beta,Cleared and resumed.
